src_path,final,final_status,hops,chain_summary
/privacy-policy-ppc/,https://nationcfh.wpcomstaging.com/privacy-policy-ppc/,404,1,https://nationcfh.wpcomstaging.com/privacy-policy-ppc/ [404]
/terms-of-service-ppc/,https://nationcfh.wpcomstaging.com/terms-of-service-ppc/,404,1,https://nationcfh.wpcomstaging.com/terms-of-service-ppc/ [404]
/our-solutions/,https://nationcfh.wpcomstaging.com/our-solutions/,404,1,https://nationcfh.wpcomstaging.com/our-solutions/ [404]
